SYMBOL,Pattern
AARTIIND,Small Doji
ABBOTINDIA,Small Doji
ADANIENSOL,Small Doji
AJANTPHARM,Small Doji
APOLLOHOSP,Small Doji
AUBANK,Small Doji
BHARTIARTL,Small Doji
BHEL,Small Doji
CANFINHOME,Small Doji
COFORGE,Small Doji
DIXON,Small Doji
MAZDOCK,Small Doji
MCX,Small Doji
NAUKRI,Small Doji
NUVAMA,Small Doji
PFC,Small Doji
POLICYBZR,Small Doji
POWERINDIA,Small Doji
REPCOHOME,Small Doji
SAMMAANCAP,Small Doji
SRF,Small Doji
SYNGENE,Small Doji
TIINDIA,Small Doji
UBL,Small Doji
ZYDUSLIFE,Small Doji
