SYMBOL,Pattern
CHENNPETRO,Bearish Harami
MANKIND,Bearish Harami
MCX,Bearish Harami
POWERINDIA,Bearish Harami
SUNTV,Bearish Harami
TIINDIA,Bearish Harami
