SYMBOL,Pattern
AJANTPHARM,Shooting Star
CESC,Shooting Star
JSWENERGY,Shooting Star
MAZDOCK,Shooting Star
MRPL,Shooting Star
SOLARINDS,Shooting Star
TORNTPHARM,Shooting Star
UBL,Shooting Star
